Title,Website,Country,Description,Data
Revised Individual AR Form (Nov.1-15 2021)-egf...> 07-Jan-2023 08:51               41007
Revised Individual AR Form (Sept, 1-15, 2021).docx 07-Jan-2023 08:53               41097
Revised Individual AR Form (Sept.. 15-30 2021)-..> 07-Jan-2023 08:56               40793
Revised JD Template- Acctg Manager.docx            07-Jan-2023 08:54               68109
Revised JD Template- Asst Acctg Manager.docx       07-Jan-2023 08:54               68414
Revised JD Template- Conce Sec Supervisor.docx     07-Jan-2023 09:04               65499
Revised JD Template- Dept Sec.docx                 07-Jan-2023 09:28               64955
Revised JD Template- Fin'l Rep Sec Acct Analyst..> 07-Jan-2023 08:57               70144
Revised JD Template- Fin'l Rep Sec Supervisor.docx 07-Jan-2023 08:52               65920
Revised JD Template- Inventory Acct Analyst.docx   07-Jan-2023 09:30               66767
Revised JD Template- Inventory Acct Clerk.docx     07-Jan-2023 09:27               65667
Revised JD Template- Inventory Sec Supervisor.docx 07-Jan-2023 08:54               65500
Revised JD Template- Non Trade Acct Analyst.docx   07-Jan-2023 08:52               66416
Revised JD Template- NonTrade Acct Clerk.docx      07-Jan-2023 08:52               65437
Revised JD Template- NonTrade Sec Supervisor.docx  07-Jan-2023 08:57               65073
Revised JD Template- SBCRB Acct Analyst.docx       07-Jan-2023 08:57               67012
Revised JD Template- SBCRB Sec Supervisor.docx     07-Jan-2023 09:29               64936
Revised JD Template- Trade Conce Acct Analyst.docx 07-Jan-2023 09:04               67902
Revised JD Template- Trade Conce Acct Clerk.docx   07-Jan-2023 08:53               66087
Rosales new format for November 16 to 30,2021 s..> 07-Jan-2023 09:30              201482
Rose.xlsx                                          07-Jan-2023 09:27             1613761
SA$DavaoSOA.xls                                    07-Jan-2023 09:30             2692096
SALES INVOICE CLARK 114 ARRIVAL 2019.xlsx          07-Jan-2023 08:53               76716
SALES INVOICE CLARK 114 ARRIVAL OLD.xlsx           07-Jan-2023 09:31               68312
SALES INVOICE CLARK 116 DEPARTURE.xlsx             07-Jan-2023 09:29              156064
SALES PER VENDOR MMS JVC.xlsx                      07-Jan-2023 08:51               30521
SALES SUMMARY- JULY COLOMBO.xlsx                   07-Jan-2023 09:05               20599
SALES SUMMARY- JULY GOLDPOLY.xlsx                  07-Jan-2023 09:30               31852
SALN Form.doc                                      07-Jan-2023 08:50               95232
SALN Form.docx                                     07-Jan-2023 09:31               31104
SAMPLE ABSTRACT JULY TO DEC 2019 IPCR.docx         07-Jan-2023 09:30               15713
SAMPLE CHK SMALL FONT AND NO PAYEES ACCOUNT.pdf    07-Jan-2023 08:54              371747
SAMPLE DV WITH PAGES 1 TO 2.pdf                    07-Jan-2023 09:28               41675
SAMPLE LETTER TO SUPPLIER.CONFIRMATION OF PAY O..> 07-Jan-2023 08:52              114131
SAMPLE RTS REPORT FORMAT.xlsx                      07-Jan-2023 08:55               22038
SANTOS_MSSQLSERVER_SQLDIAG_0_133156219946650000..> 07-Jan-2023 09:27           104673792
SANTOS_MSSQLSERVER_SQLDIAG_0_133156544411940000..> 07-Jan-2023 09:29           104856576
SANTOS_MSSQLSERVER_SQLDIAG_0_133156888576140000..> 07-Jan-2023 08:51           104856064
SANTOS_MSSQLSERVER_SQLDIAG_0_133157232541280000..> 07-Jan-2023 08:58           104775168
SANTOS_MSSQLSERVER_SQLDIAG_0_133157902572050000..> 07-Jan-2023 08:52           104700416
SANTOS_MSSQLSERVER_SQLDIAG_0_133158215985980000..> 07-Jan-2023 09:31           104587776
SB CRB SWF May 2020.docx                           07-Jan-2023 09:04               28929
SBCRB WFH & SWF  Jun 01-05.docx                    07-Jan-2023 08:55               21658
SCAN COPY CPF  FOR AUG 2016 RELEASED 9.15.2016.pdf 07-Jan-2023 08:57              144284
SCHEDULE OF 2010 YEAR-END PHYSICAL INVENTORY.doc   07-Jan-2023 08:58               11776
SCHOOLNAME.doc                                     07-Jan-2023 09:05               22016
SCR Section WFH  SWF  - Tonette -  July 01-07, ..> 07-Jan-2023 09:05               16969
SCR Section WFH  SWF  - Tonette -  July 13-17, ..> 07-Jan-2023 08:55               17107
SCR Section WFH  SWF  July 1-7 , 2020.docx         07-Jan-2023 09:30               26196
SCR Section WFH  SWF  July 1-7, 2020.docx          07-Jan-2023 08:57               29035
SCR Section WFH  SWF  June 16-21 2020.docx         07-Jan-2023 08:58               21235
SCR Section WFH  SWF  June 22-20, 2020.docx        07-Jan-2023 09:28               26327
SCR Section WFH  SWF  June 22-30 2020.docx         07-Jan-2023 09:27               28859
SCR Section WFH  SWF  June 22-30, 2020.docx        07-Jan-2023 08:56               29253
SCRATCH.xlsx                                       07-Jan-2023 08:55              264750
SDA AND SOI (2021 INVENTORY LIST).xlsx             07-Jan-2023 09:28               12175
SDA2014.xlsx                                       07-Jan-2023 08:56            20536676
SDACONCE$.doc                                      07-Jan-2023 08:54               19456
SEP 01-15 2021 AX Sales Report (DI).xlsx           07-Jan-2023 09:04               43416
SEP 01-15 2022 AX Sales Report (DI).xlsx           07-Jan-2023 08:54              128665
SEP 16-30 2021 AX Sales Report (DI).xlsx           07-Jan-2023 08:57               40965
SEP 16-30 2022 AX Sales Report (DI) NEW.xlsx       07-Jan-2023 08:53              115613
SEP 21-30 2020 AX Sales Report (DI).xlsx           07-Jan-2023 08:57               18571
SEPARATE FILES.doc                                 07-Jan-2023 09:30               19456
SEPT 1.1.xlsx                                      07-Jan-2023 08:53               16218
SEPT 1.2.xlsx                                      07-Jan-2023 09:30               22975
SEPT 2.1.xlsx                                      07-Jan-2023 09:29               13888
SEPT 2.2.xlsx                                      07-Jan-2023 09:04               17473
SEPT 2013.xlsx                                     07-Jan-2023 09:28               20120
SEPT 2014.xlsx                                     07-Jan-2023 08:57               15015
SEPT 2015.xlsx                                     07-Jan-2023 08:53               13246
SEPT 2016.xlsx                                     07-Jan-2023 08:55               16379
SEPT 2017.xlsx                                     07-Jan-2023 09:03              453260
SEPT MKTI RCI15D.xls                               07-Jan-2023 08:54              135168
SEPT. 12 - 20, 2020 AX Sales Report (DI).xlsx      07-Jan-2023 09:29               21091
SEPT.xlsx                                          07-Jan-2023 08:55               14996
SEPTAG.doc                                         07-Jan-2023 09:05               19456
SEPTBOX.doc                                        07-Jan-2023 08:50               19456
SEPTE 2016.xlsx                                    07-Jan-2023 09:29              815144
SEPTEMBER 2014.xlsx                                07-Jan-2023 08:55              707976
SET.xlsx                                           07-Jan-2023 08:55               54792
SHELLEY SANICO RETURNED CHECKS 2.10.21 REL 2019..> 07-Jan-2023 08:53               47365
SHOP BAGS SUPPLIERS.docx                           07-Jan-2023 08:52               12787
SHORT-TERM.xls                                     07-Jan-2023 08:52              259584
SI-CEBU  53 UPDATED 2019.xlsx                      07-Jan-2023 09:06             5664301
SI-CEBU LOC.53 DEPARTURE USING SI52-2019.xlsx      07-Jan-2023 08:57               53021
SI-CEBU LOC.55 PRE-DEP UPDATED 2019.xlsx           07-Jan-2023 08:58               55446
SI-CEBU MACTAN LOC.55 UPDATED 2019.xlsx            07-Jan-2023 08:52               60906
SI-DAVAO 71- UPDATED 2019.xlsx                     07-Jan-2023 09:03              216578
SI-DAVAO 79- UPDATED 2019.xlsx                     07-Jan-2023 08:52              214631
SI-FIESTAMALL NEW SERIES 2019.xlsx                 07-Jan-2023 09:28               23922
SIG.DISB.docx                                      07-Jan-2023 09:03              662642
SIG.PTA.doc                                        07-Jan-2023 09:11               11264
SIGNATORIES.xlsx                                   07-Jan-2023 09:05               13465
SIGNATORY.doc                                      07-Jan-2023 09:30               19456
SIGNED AR Sonia Dec1-15, 2020.docx                 07-Jan-2023 08:54              103069
SIGNED CPF NAIA T3 APEXFood.xlsx                   07-Jan-2023 08:57               56276
SIGNED Cert. of Gross Sales of GMR.docx            07-Jan-2023 09:04               47974
SIGNED FMall CPF March 2021.xlsx                   07-Jan-2023 09:06              182544
SIN TAX & VAT SUMMARY 2014.xlsx                    07-Jan-2023 09:05               33358
SIN TAX & VAT SUMMARY 2015.xlsx                    07-Jan-2023 09:30               33239
SIN TAX & VAT SUMMARY 2016.xlsx                    07-Jan-2023 08:51               34512
SKELETAL WORK FORCE ACCOMPLISHMENT REPORT MAY 1..> 07-Jan-2023 08:53               14503
SKU ANALYSIS.xlsx                                  07-Jan-2023 08:52               61100
SL.doc                                             07-Jan-2023 09:04               19456
SM FLOW  OF DOCS FR CEBU TO REL.docx               07-Jan-2023 09:04               80916
SM FR. DAMAGE TO GOOD - P2 (2018).xlsx             07-Jan-2023 09:05               27302
SM FR. DAMAGE TO GOOD - P3 (2018).xlsx             07-Jan-2023 09:30               37993
SM FR. DAMAGED TO GOOD LOC. - P12 (2017).xlsx      07-Jan-2023 08:57               22671
SM FR. GOOD TO DAMAGE - P1 (2018).xlsx             07-Jan-2023 08:57               61612
SM FR. GOOD TO DAMAGE - P2 (2018).xlsx             07-Jan-2023 08:55               59622
SM FR. GOOD TO DAMAGE - P3 (2018).xlsx             07-Jan-2023 08:51               52062
SM JAN-JULY 2016.xlsx                              07-Jan-2023 09:27               38996
SM Prime.reversal of late payment charges.doc      07-Jan-2023 08:57               29184
SM WORKBACK 2014.xlsx                              07-Jan-2023 09:03               23935
SM- IN 94 12-1-16-15.xlsx                          07-Jan-2023 09:04               11444
SM-IN (04 & 24) NAIA & FM FORWARD WHSE.xlsx        07-Jan-2023 09:30               15126
SM-IN (50) ILOILO ARRIVAL.xlsx                     07-Jan-2023 08:53               13070
SM-IN (55, 56 & 57 MACTAN).xlsx                    07-Jan-2023 09:27               17903
SM-IN (58) WATERFRONT LAHUG.xlsx                   07-Jan-2023 09:28               10635
SM-IN (92 & (93).xlsx                              07-Jan-2023 08:53               17692
SM-IN (94).xlsx                                    07-Jan-2023 08:51               10333
SM-IN (95) & (96).xlsx                             07-Jan-2023 09:31               25040
SM-IN (99) (100).xlsx                              07-Jan-2023 08:52               11093
SM-IN FORWARD WAREHOUSE (4, 24).xlsx               07-Jan-2023 09:29               22483
SM-IN LAGUINDINGAN (110) (111) (112) (113).xlsx    07-Jan-2023 08:57               13103
SM-IN MANILA LOCS (5-8,15-17,25,40,45,46182,84,..> 07-Jan-2023 09:29               72108
SM-IN NAIA T1, T2,T3, FIESTA MALL, RW  & LAOAG...> 07-Jan-2023 08:51               84592
SM-IN and Out WL.xlsx                              07-Jan-2023 09:28             2026240
SM-IN.xlsx                                         07-Jan-2023 09:30             1135802
SM-OUT (04 & 24) NAIA & FM FORWARD WHSE.xlsx       07-Jan-2023 09:27               29860
SM-OUT (50) ILOILO ARRIVAL.xlsx                    07-Jan-2023 08:57               10321
SM-OUT (54) MCIA FORWARD WHSE.xlsx                 07-Jan-2023 08:56               13352
SM-OUT (55, 56 & 57) MACTAN.xlsx                   07-Jan-2023 08:53               10642
SM-OUT (58) WATERFOINT LAHUG.xlsx                  07-Jan-2023 09:28               10331
SM-OUT (984) INTEGRATED WHSE.xlsx                  07-Jan-2023 08:54               24447
SM-OUT (984) INTEGRATED WSE WITH SHIPPED STATUS..> 07-Jan-2023 08:52               23441
SM-OUT MANILA LOCS (5-8, 15-17, 25, 40, 45, 46,..> 07-Jan-2023 09:28               15180
SM-OUT NAIA T1, T2, T3, FM STORE , RW & LAOAG.xlsx 07-Jan-2023 09:27               13433
SM-OUT PALAWAN (99) 100) AND (101).xlsx            07-Jan-2023 08:56               10260
SM-OUT.xlsx                                        07-Jan-2023 09:30             1240419
SMART AOP 161 VARIOUS.docx                         07-Jan-2023 08:56              130694
SMART AOP 371 5.27.21 MERGED.docx                  07-Jan-2023 08:55              131489
SMART LIST AOP.new format 12.23.21.xlsx            07-Jan-2023 09:05               19705
SMART VICKY.doc                                    07-Jan-2023 09:29              102912
SO#03-063.doc                                      07-Jan-2023 08:51               19456
SOLID.docx                                         07-Jan-2023 09:28              644994
SONIA.doc                                          07-Jan-2023 08:52               19456
SPEED REGALO T1 2019.xlsx                          07-Jan-2023 09:27               13582
SPEED REGALO T3.xlsx                               07-Jan-2023 08:54               13562
SPMS OPCR DASarmiento new format 2019.xlsx         07-Jan-2023 08:55              259925
SPMS final format blank.xlsx                       07-Jan-2023 09:28              275164
SPMS final format blank2.xlsx                      07-Jan-2023 08:54              273640
SPORMART CONFIRMATION OF PAY OUT 12.14.20.xls      07-Jan-2023 09:29              118784
SPORMART CONFIRMATION OF PAY OUT 12.23.20.xls      07-Jan-2023 08:56               39424
SPORMART CONFIRMATION OF PAY OUT 3.   .21.xls      07-Jan-2023 08:57              145920
SPORMART CONFIRMATION OF PAY OUT 3.18.21.xls       07-Jan-2023 09:27               48128
SPORTMART NEW BANK ACCT.xls                        07-Jan-2023 09:29               25600
SPORTMART NEW FORMAT.xls                           07-Jan-2023 08:55              129024
SPORTMART. with  REVISED OFFSETTING OF DV  NOs...> 07-Jan-2023 09:27              642702
SSR 2015.xlsx                                      07-Jan-2023 08:53               38437
SSSEPT2014.xlsx                                    07-Jan-2023 08:52              178678
ST FRANCIS  confirmation of pay out 3.25.21.xls    07-Jan-2023 08:55              223232
ST. FRANCIS CONF LETTER. FORMAT.xls                07-Jan-2023 08:54              169472
STALED CHECKS2001.xls                              07-Jan-2023 09:05               23552
STALED.doc                                         07-Jan-2023 09:05               19456
STATUS OF PAYABLES TO COA PER LATEST BILL -SEPT..> 07-Jan-2023 08:57               24615
STEPS IN CHECK MOVEMENT.doc                        07-Jan-2023 08:57              159232
STEPS IN RELEASING PESO DVS.docx                   07-Jan-2023 09:30               18504
STICKYNOTES.xlsx                                   07-Jan-2023 09:28               17204
STOCK STATUS REPORT 06_28_18.xlsx                  07-Jan-2023 08:55               17257
STOCK STATUS- 94 01-16-17.xlsx                     07-Jan-2023 09:28               28152
SUM 2013.xlsx                                      07-Jan-2023 08:52               57913
SUMAMRY.xlsx                                       07-Jan-2023 08:57              124319
SUMMARY 2013.xlsx                                  07-Jan-2023 09:28               51867
SUMMARY 2014.xlsx                                  07-Jan-2023 09:30             1772985
SUMMARY 2015.xlsx                                  07-Jan-2023 08:54              173244
SUMMARY 2016.xlsx                                  07-Jan-2023 09:31               68505
SUMMARY 2017.xlsx                                  07-Jan-2023 08:51             1079934
SUMMARY 2019 YEAR-END PC.xlsx                      07-Jan-2023 08:53               51366
SUMMARY COS 2014 (UPDATED).xlsx                    07-Jan-2023 08:57             2160645
SUMMARY COS 2014.xlsx                              07-Jan-2023 08:52             1720816
SUMMARY DAMAGE.xlsx                                07-Jan-2023 08:54               15143
SUMMARY DI.xlsx                                    07-Jan-2023 09:05               58312
SUMMARY GP.xlsx                                    07-Jan-2023 08:53               39173
SUMMARY NEW 2014.xlsx                              07-Jan-2023 08:55             2369646
SUMMARY OF DAMAGE WITH ADJUSTMENT 2019.xlsx        07-Jan-2023 08:56              140347
SUMMARY OF DAMAGED MERCHANDISE (Per Location, P..> 07-Jan-2023 09:05              100982
SUMMARY OF REL.FOR SIG.FOR BUDGET USD.xlsx         07-Jan-2023 08:52              252972
SUMMARY OF RELEASED CHECKS.doc                     07-Jan-2023 08:53               19456
SUMMARY OF SALES  2015 PER DEPT..xlsx              07-Jan-2023 08:53               22164
SUMMARY OF SALES  2016 PER DEPT..xlsx              07-Jan-2023 08:53               27506
SUMMARY OF SALES  2017 PER DEPT..xlsx              07-Jan-2023 08:56               26606
SUMMARY OF SM-IN  2016.xlsx                        07-Jan-2023 08:54               16546
SUMMARY OF SM-OUT  2016.xlsx                       07-Jan-2023 09:28               15201
SUMMARY OF SO AND CORE FUNCTIONS GENITH 4.22.19..> 07-Jan-2023 09:29               14427
SUMMARY OF SO AND CORE FUNCTIONS.docx              07-Jan-2023 08:54               12030
SUMMARY PER LOC.xlsx                               07-Jan-2023 09:06             1483960
SUMMARY SO.xlsx                                    07-Jan-2023 09:28               73597
SUMMARYCOS2014.xlsx                                07-Jan-2023 09:04             1447394
SUNWILL  2016.xls                                  07-Jan-2023 08:51              104960
SWF .DISB FOR FEB 22 TO 26. 2021.docx              07-Jan-2023 08:57               16046
SWF AVEL.docx                                      07-Jan-2023 09:30               23389
SWF Babelin June 01 to 05 2020.docx                07-Jan-2023 08:53               20301
SWF DISB APRIL 14 TO 16..docx                      07-Jan-2023 08:51               11926
SWF DISB OCT 19 TO 23. 2020 REVISED1.docx          07-Jan-2023 09:30               13832
SWF DISB SEPT 14 TO 30. 2020  as of 9.11.20.docx   07-Jan-2023 08:53               14465
SWF DISB SEPT 2020  REVISED. WITH OTHER SEC.docx   07-Jan-2023 08:51               13645
SWF DISB SEPT 2020  REVISED.docx                   07-Jan-2023 09:29               12914
SWF DISB SEPT 2020  SUBMITTED  9.1.20.docx         07-Jan-2023 08:54               14314
SWF Emir.docx                                      07-Jan-2023 08:52               28175
SWF JFEB 15 TO 19. 2021.docx                       07-Jan-2023 08:52               13785
SWF JULY 27 TO 31.2020.docx                        07-Jan-2023 09:28               12117
SWF Joey.docx                                      07-Jan-2023 09:05               20679
SWF June 22-26 linda.docx                          07-Jan-2023 08:54               22843
SWF June 8-11 linda.docx                           07-Jan-2023 08:55               22350
SWF June linda 16 to 19.docx                       07-Jan-2023 09:05               22900
SWF Mark JUNE 15 - 30 2020.docx                    07-Jan-2023 08:50               23552
SWF Mark JUNE 15-30 2020.docx                      07-Jan-2023 08:56               23581
SWF SCHED AUG 19 TO 31.2020.docx                   07-Jan-2023 09:27               15167
SWF TENTATIVE FOR FEB 22O 26. 2021.docx            07-Jan-2023 09:04               12479
SWF Tonette.docx                                   07-Jan-2023 09:06               23808
SWF linda June 1-5.docx                            07-Jan-2023 08:56               21054
SWF linda padillo.docx                             07-Jan-2023 08:53               21187
SYNERGY INTL FTC LIMITED NEW FORMAT.xls            07-Jan-2023 08:51              110080
Safeserve Dec 2020.xlsx                            07-Jan-2023 08:51               19586
Safeserve Nov 2020.xlsx                            07-Jan-2023 09:04               14696
Safeserve Oct 2020.xlsx                            07-Jan-2023 09:29               16146
Sales and Cash Receipts Section.docx               07-Jan-2023 09:05               11904
Sales by Category Vendor 01-January 2022.xlsx      07-Jan-2023 08:54              140634
Sales by Category Vendor 02-February 2022.xlsx     07-Jan-2023 09:27              156875
Sales by Category Vendor 03-March 2022.xlsx        07-Jan-2023 08:57              148385
Sales by Category Vendor 04-April 2022.xlsx        07-Jan-2023 08:56              175201
Sales by Category Vendor 05-May 2022.xlsx          07-Jan-2023 08:54              182676
Sales by Category Vendor 06-June 2022.xlsx         07-Jan-2023 08:57              190370
Sales by Category Vendor 07-July 2022.xlsx         07-Jan-2023 09:28              179273
Sales by Category Vendor 08-August 2022.xlsx       07-Jan-2023 09:05              171582
Sales by Category Vendor 09-Septmeber 2022.xlsx    07-Jan-2023 09:30              173028
Sales by Category Vendor 10-October 2022.xlsx      07-Jan-2023 08:51              196406
Sales by Category Vendor 11-November 2022.xlsx     07-Jan-2023 09:28              217412
Sales by Category Vendor January-September 2022..> 07-Jan-2023 08:51             1343054
Sales by info codes-EDF-MAR8-14;L15C.xlsx          07-Jan-2023 09:06              230859
Sales by info codes-EDF-MAR8-14;L17CBL.xlsx        07-Jan-2023 09:31              280030
Sales by info codes-EDF-MAR8-14;L5C.xlsx           07-Jan-2023 09:27              227369
Sales by info codes-EDF-MAR8-14;L6CBL.xlsx         07-Jan-2023 08:53              261204
Sales by info codes-EDF-MAR8-14;L7CB.xlsx          07-Jan-2023 08:57              272730
Sales by info codes-EDF-MAR8-14;L8C.xlsx           07-Jan-2023 08:58              198920
Sales by info codes-ETC-FEB.1-28'21 L55.xlsx       07-Jan-2023 08:52               67332
Sales by info codes-ETC-JAN.1-31'21 L55.xlsx       07-Jan-2023 09:05               66346
Sales by info codes-ETC-JAN.1-31'22 L55.xlsx       07-Jan-2023 09:31               73465
Sales by info codes-ETC-OCT.29-31'20 L55.xlsx      07-Jan-2023 09:27               65452
Sales by info codes-ETC-SEPT.1-7'20 L55.xlsx       07-Jan-2023 08:52               62015
Sales by info codes-L40B JULY1-7`19.xlsx           07-Jan-2023 09:28              364883
Sales by info codes-L45CBL JULY1-7`19.xlsx         07-Jan-2023 09:29              203943
Sales by info codes-L46B - JULY1-7`19.xlsx         07-Jan-2023 09:04              431733
Sales by info codes-L83 - JULY1-7`19.xlsx          07-Jan-2023 08:57               82822
Sales by info codes-LMPC-JAN.1-7'21 L83.xlsx       07-Jan-2023 09:29               59547
Sales by info codes-LMPC-MAR.1-21'22 L40.xlsx      07-Jan-2023 09:30               15523
Sales by info codes-LMPC-MAR.1-21'22 L55.xlsx      07-Jan-2023 08:56               15354
Sales by info codes-LMPC-NOV. 22-28'20 L83.xlsx    07-Jan-2023 09:30              314106
Sales by info codes-LMPC-OCT.22-28'20 L83 (ADJ...> 07-Jan-2023 08:55              294466
Sales by info codes-LMPC-OCT.8-14'20 L83 (ADJ.)..> 07-Jan-2023 09:29              285596
Sales by info codes-LMPC-SEPT.1-7'20 L83.xlsx      07-Jan-2023 09:30              298090
Sales by info codes-LMPC-SEPT.15-21'20 L83.xlsx    07-Jan-2023 08:57               65746
Sales by info codes-LMPC-SEPT.8-14'20.xlsx         07-Jan-2023 09:29              246216
Sales by item code 0609.xlsx                       07-Jan-2023 09:04              145534
Sales by item code 0619.xlsx                       07-Jan-2023 09:28              173339
Sales by item code 0624.xlsx                       07-Jan-2023 09:28              135046
Sales by item code 0629.xlsx                       07-Jan-2023 09:29              152041
Sales by item code 17.xlsx                         07-Jan-2023 08:53              457106
Sales by item code 620.xlsx                        07-Jan-2023 08:52              187384
Sales by item code 83.xlsx                         07-Jan-2023 08:57              480381
Sales by item code August Clk Dep.xlsx             07-Jan-2023 08:53               87375
Sales by item code-LMPC-DEC.29-31'20 L83.xlsx      07-Jan-2023 08:53               80617
Sales by item code.xlsx                            07-Jan-2023 08:57              111510
Sales by item code102.xlsx                         07-Jan-2023 08:54               91765
Sales by item code115.xlsx                         07-Jan-2023 09:05               76016
Sales by item code46.xlsx                          07-Jan-2023 09:29              324081
Sales by item code96.xlsx                          07-Jan-2023 09:28              124248
Sales journal-JAN-DEC2019.pdf                      07-Jan-2023 08:50              398757
Sales journal-JAN-DEC2019.xlsx                     07-Jan-2023 08:57              212018
Sample - Aging 2019.xlsx                           07-Jan-2023 09:30              337640
Sample Bank Advice.PNB SUCAT TO GSIS.docx          07-Jan-2023 09:04               13546
Sample of Matrices - Sonia.xlsx                    07-Jan-2023 08:51               12318
Sample of Matrices.xlsx                            07-Jan-2023 08:57               12135
Scan_0013.pdf                                      07-Jan-2023 09:28              358520
Scan_0029.pdf                                      07-Jan-2023 08:57              712116
Scan_0037.pdf                                      07-Jan-2023 08:52              201108
Scan_0154.pdf                                      07-Jan-2023 09:04              368080
Scan_0159.pdf                                      07-Jan-2023 09:28              206589
Semestral Accomplishment 1Report-jing-1st sem20..> 07-Jan-2023 08:50               17825
Semestral Accomplishment 2Report-jing-2nd sem20..> 07-Jan-2023 09:29               17186
Semestral Accomplishment Report-THESS CABRITO-1..> 07-Jan-2023 08:53               18432
Semestral Accomplishment Report-THESS CABRITO-1..> 07-Jan-2023 08:56               18621
Semestral Accomplishment Report-THESS CABRITO-2..> 07-Jan-2023 09:28               18609
Semestral Accomplishment Report.doc                07-Jan-2023 09:28               82944
Semestral Accomplishment blank2018.docx            07-Jan-2023 09:29               16377
Sept2019-chargessales.xlsx                         07-Jan-2023 09:31               86441
Settings.data                                      07-Jan-2023 09:29               68929
Settings.ft                                        07-Jan-2023 09:04              102472
Settings.index                                     07-Jan-2023 08:52              519396
Shapes.docx                                        07-Jan-2023 08:54              370024
SharedSpriteDesktop_ClearX_2x_030520[1].png        07-Jan-2023 09:31               11700
Shirley - July to Dec 2019 Commitment.xlsx         07-Jan-2023 08:54              267756
Shortages trial balance Sep 2020.xlsx              07-Jan-2023 09:29               42234
Sintax and Vat for Cigar.xlsx                      07-Jan-2023 08:53              193525
Sizes.docx                                         07-Jan-2023 08:55              494159
Sonia  - July to Dec 2019 Commitment.xlsx          07-Jan-2023 09:29               22197
Sonia - Accomplishment Report Jan - Mar 2019.xlsx  07-Jan-2023 08:51               28900
Sonia - IPCR Jul-Dec 2019 New.doc                  07-Jan-2023 08:54              122368
Sonia - July to Dec 2019 Matrices.xlsx             07-Jan-2023 09:28              289947
Sonia JULY - DEC. 2019 Commitment.xlsx             07-Jan-2023 09:30              292175
Speed Regalo 2019 Vans.xlsx                        07-Jan-2023 09:30              315375
Speed Regalo 2019 Vans1.xlsx                       07-Jan-2023 08:52              341619
Speed Regalo 2019.xlsx                             07-Jan-2023 08:55               14251
Speed Regalo Adj 2019.xlsx                         07-Jan-2023 08:54               47489
Speed Regalo May and June 2020.xlsx                07-Jan-2023 08:50              345206
Speed Regalo Transactions 2020.xlsx                07-Jan-2023 09:05               36137
Speed Regalo for Billing file.xlsx                 07-Jan-2023 09:04              121228
Speed Regalo for Billing.xlsx                      07-Jan-2023 08:57               68469
Speed Regalo2018.xlsx                              07-Jan-2023 08:57               17505
Sportmart.xlsx                                     07-Jan-2023 09:30               59638
SqlStudio.bin                                      07-Jan-2023 08:54               32769
Ssms.CTM                                           07-Jan-2023 09:28              307027
Status  Late  Marking  of  Invoices -  2018.xlsx   07-Jan-2023 08:53               10442
Status  Late  Marking  of  Invoices -  2018a.xlsx  07-Jan-2023 08:55               10523
Steering Com 8 25 05.doc                           07-Jan-2023 09:05               26112
Stock Status June 1, 2016.xlsx                     07-Jan-2023 08:53              306811
Stock Status Report 100919 25.xlsx                 07-Jan-2023 09:05              227025
Stock Status Report 985.xlsx                       07-Jan-2023 08:53               51179
Stock status Jan0517.xlsx                          07-Jan-2023 08:51              316171
Stocks Provincial.xlsx                             07-Jan-2023 08:57              189041
StructuredQuerySchema.bin                          07-Jan-2023 09:29              405410
Sum Speed Regalo Sales 2018 to June 2020.xlsx      07-Jan-2023 08:54              447725
Summary Aging 2019.xlsx                            07-Jan-2023 09:05              335793
Summary Allow 2015.xlsx                            07-Jan-2023 08:53               87246
Summary Allow 2016.xlsx                            07-Jan-2023 08:54              119386
Summary Coupon Transaction - Copy.xlsx             07-Jan-2023 08:57               70566
Summary Invty List 2018.xlsx                       07-Jan-2023 08:54               52013
Summary Invty List 2019.xlsx                       07-Jan-2023 08:51               41576
Summary TB Jan to Nov 2020.xlsx                    07-Jan-2023 09:29               10470
Summary of  MMS 2017.xlsx                          07-Jan-2023 08:51              291228
Summary of Aging 2017.xlsx                         07-Jan-2023 08:57              157970
Summary of Damage item 2014.xlsx                   07-Jan-2023 08:55               31901
Summary of Damage item 2016.xlsx                   07-Jan-2023 09:04             1399256
Summary of Operations Manual.docx                  07-Jan-2023 09:05               14365
Summary of Physical Inventory Count .xlsx          07-Jan-2023 09:30               33237
Summary of Physical Inventory Count.xlsx           07-Jan-2023 09:05               24711
Summary of Physical Inventory of Damage  2019.xlsx 07-Jan-2023 09:28             2653833
Summary of all loc whitelines.xlsx                 07-Jan-2023 09:05             2203278
Summary trial balance - Jan., 2020.xlsx            07-Jan-2023 09:05               13485
Summary trial balance 103120.xlsx                  07-Jan-2023 09:05               32568
Summary trial balance 103120a.xlsx                 07-Jan-2023 08:54               30763
Summary trial balance 113020.xlsx                  07-Jan-2023 09:29               29487
Summary trial balance 2018.xlsx                    07-Jan-2023 08:53               14407
Summary trial balance CCO 01 2020.xlsx             07-Jan-2023 08:57               72354
Summary trial balance CCO 2018.xlsx                07-Jan-2023 08:52               20336
Summary trial balance CCO 2019.xlsx                07-Jan-2023 08:52               14175
Summary trial balance CCO Jan 2020.xlsx            07-Jan-2023 08:52               12834
Summary trial balance Dec 2020.xlsx                07-Jan-2023 09:30               17589
Summary trial balance Jan 2021a.xlsx               07-Jan-2023 09:04               12742
Summary trial balance MI Dam.xlsx                  07-Jan-2023 08:52               13940
Summary trial balance Mar 2021.xlsx                07-Jan-2023 08:54               17595
